,namevalue,context_id,time_stamp
446,"('nyt-jkidd', 'uid=0&lastRequest=1588205985574&activeDays=%5B0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C1%5D&adv=1&a7dv=1&a14dv=1&a21dv=1&lastKnownType=anon')",2,247
447,"('nyt-jkidd', 'uid=0&lastRequest=1588206016599&activeDays=%5B0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C1%5D&adv=1&a7dv=1&a14dv=1&a21dv=1&lastKnownType=anon')",2,354
448,"('nyt-jkidd', 'uid=0&lastRequest=1588206052928&activeDays=%5B0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C1%5D&adv=1&a7dv=1&a14dv=1&a21dv=1&lastKnownType=anon')",2,279
449,"('nyt-jkidd', 'uid=0&lastRequest=1588206084455&activeDays=%5B0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C1%5D&adv=1&a7dv=1&a14dv=1&a21dv=1&lastKnownType=anon')",2,222
450,"('nyt-jkidd', 'uid=0&lastRequest=1588206118920&activeDays=%5B0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C0%2C1%5D&adv=1&a7dv=1&a14dv=1&a21dv=1&lastKnownType=anon')",2,195
451,"('nyt-m', '36B13C23F57741F8FAB2E2044642D106&imu=i.1&igu=i.1&igf=i.0&ird=i.0&e=i.1588291200&rc=i.0&vp=i.0&iir=i.0&g=i.0&ica=i.0&ier=i.0&igd=i.0&iga=i.0&ira=i.0&s=s.core&l=l.1.2505771187&v=i.1&iue=i.0&uuid=s.afc22ae7-3238-4389-af23-fe85eeff65bb&ft=i.0&fv=i.0&ifv=i.0&pr=l.4.0.0.0.0&iru=i.0&n=i.2&er=i.1588206052&vr=l.4.0.0.0.0&prt=i.0&cav=i.1&iub=i.0&imv=i.1&t=i.1')",2,279
452,"('nyt-m', '3B1CE000C0F096686C89BF895CD4DCBB&pr=l.4.0.0.0.0&iub=i.0&t=i.1&ifv=i.0&l=l.1.2505771187&rc=i.0&er=i.1588206118&vp=i.0&cav=i.1&igu=i.1&igf=i.0&ird=i.0&imu=i.1&s=s.core&v=i.1&g=i.1&vr=l.4.0.0.0.0&fv=i.0&iue=i.0&e=i.1588291200&iga=i.0&imv=i.0&ira=i.0&iir=i.0&uuid=s.afc22ae7-3238-4389-af23-fe85eeff65bb&n=i.2&ft=i.0&ier=i.0&prt=i.0&ica=i.0&igd=i.1&iru=i.0')",2,195
453,"('nyt-m', '4CD17AADB64751F989FB7414D8301C4E&v=i.0&vr=l.4.0.0.0.0&ft=i.0&cav=i.0&imv=i.0&s=s.core&iub=i.0&igf=i.0&ird=i.0&n=i.2&ica=i.0&iue=i.0&e=i.1588291200&g=i.0&igu=i.1&ifv=i.0&vp=i.0&imu=i.1&prt=i.0&iga=i.0&ira=i.0&er=i.1588206016&pr=l.4.0.0.0.0&iru=i.0&iir=i.0&t=i.1&fv=i.0&ier=i.0&igd=i.0&rc=i.0&uuid=s.afc22ae7-3238-4389-af23-fe85eeff65bb')",2,354
454,"('nyt-m', '90459AE9AA72378B12EC6F1A1ED5E753&n=i.2&vp=i.0&ier=i.0&iub=i.0&iru=i.0&ft=i.0&iga=i.0&imv=i.0&v=i.1&rc=i.0&pr=l.4.0.0.0.0&igd=i.0&ica=i.0&ira=i.0&s=s.core&l=l.1.2505771187&e=i.1588291200&cav=i.0&prt=i.0&g=i.0&iue=i.0&ird=i.0&vr=l.4.0.0.0.0&ifv=i.0&t=i.1&fv=i.0&imu=i.1&igu=i.1&er=i.1588206084&igf=i.0&iir=i.0&uuid=s.afc22ae7-3238-4389-af23-fe85eeff65bb')",2,222
455,"('nyt-m', 'A45C849FA73918314E26077F6E08DAF6&ft=i.0&ica=i.0&ifv=i.0&igd=i.0&imv=i.0&iru=i.0&pr=l.4.0.0.0.0&prt=i.0&ira=i.0&t=i.1&cav=i.0&g=i.0&iub=i.0&s=s.core&uuid=s.afc22ae7-3238-4389-af23-fe85eeff65bb&vp=i.0&igu=i.1&iga=i.0&ird=i.0&imu=i.1&fv=i.0&n=i.2&rc=i.0&v=i.0&vr=l.4.0.0.0.0&e=i.1588291200&iue=i.0&ier=i.0&igf=i.0&iir=i.0&er=i.1588205985')",2,247
456,"('nyt-purr', 'cfhhcfhhh')",2,1317
457,"('nyt-us', '1')",2,1067
458,"('ouid', '5eaa190a0001c20246825ec1eda0ee95f835b100767a3f8cf55f')",1,4
459,"('pb_rtb_ev', '3-1017|2N.0.AAAGVGl8i_mt_wNCiLwoAAAAAAA|3oy.0|4is.0.CAESEIVtZRa7uocIhPPCUWxM6gk')",1,5
460,"('pb_rtb_ev', '3-1017|2N.0|3oy.0|4is.0.CAESEIVtZRa7uocIhPPCUWxM6gk')",1,3
461,"('pb_rtb_ev', '3-1017|4is.0|2N.0|3oy.0')",1,2
462,"('personalization_id', '""v1_9t8+w8IKLgPb/tPq/PeR/A==""')",1,1
463,"('personalization_id', '\\v1_9t8+w8IKLgPb/tPq/PeR/A==\\')",1,1
464,"('personalization_id', '\\v1_9t8+w8IKLgPb/tPq/PeR/A==\\')",2,8
465,"('pi', '156176:2')",1,18
466,"('pid', '3627324131994121215')",1,1
467,"('purr-cache', '<K0<r<C_<G_<S0')",2,1297
468,"('pux', '1185%3D90528%261512%3D90528%262132%3D90528%262231%3D90528%262238%3D90528%262249%3D90528%262307%3D90528%262596%3D90528%262676%3D90528%262861%3D90528%262974%3D90528%263778%3D90528%26brx%3D90528%26goog%3D90528%26idl%3D90528%26w55c%3D90528%26')",1,3
469,"('pux', '1512%3D90528%262231%3D90528%262249%3D90528%262307%3D90528%262974%3D90528%263778%3D90528%26brx%3D90528%26goog%3D90528%26')",1,10
470,"('pxrc', 'CAA=')",1,4
471,"('pxrc', 'CIeyqPUFEgUI6AcQABIFCOhHEAgSBgjt6wEQAA==')",1,6
472,"('pxrc', 'CIeyqPUFEgUI6AcQABIFCOhHEAgSBwi96gEQgwESBgjt6wEQAA==')",1,6
473,"('pxrc', 'CIeyqPUFEgUI6AcQABIFCOhHEAgSBwi96gEQgwESBgjt6wEQABIHCJasKxCDAQ==')",1,2
474,"('pxrc', 'CIeyqPUFEgUI6AcQABIGCO3rARAA')",1,3
475,"('pxrc', 'CJKyqPUFEgQIAhAAEgYI3awrEAA=')",1,2
476,"('rdt_uuid', '71f84903-ba9a-4eba-b144-f31c4b291f04')",1,1490
477,"('reddaid', 'RT36B44SRKAPJFIB')",1,4
478,"('remote_sid', 'nan')",3,30
479,"('repi', 'nan')",1,1
480,"('rlas3', '3zZKqsGSec2nqJ6LuoWfY7yOzCn6ZMU4wh5rdjmSbVA=')",1,4
481,"('rlas3', 'GmzZy9MFBMvDVPE4+qiZpryOzCn6ZMU4wh5rdjmSbVA=')",1,3
482,"('rlas3', 'jGqX5eB207/DVPE4+qiZpryOzCn6ZMU4wh5rdjmSbVA=')",1,3
483,"('rlas3', 'k2nnfz0Jcs/DVPE4+qiZpryOzCn6ZMU4wh5rdjmSbVA=')",1,2
484,"('rlas3', 'n9nAqGVUiBPDVPE4+qiZpryOzCn6ZMU4wh5rdjmSbVA=')",1,3
485,"('rud', 'H4sIAAAAAAAAAOMSNjI2trQ0N7QwNTE2BbKNLYxNhPgMdQ3LIqryMwy9vC09C6R4DU0tLIwMTC3MDU0tzQCTFBHsNAAAAA')",1,1
486,"('ruds', 'H4sIAAAAAAAAAOMSNjI2trQ0N7QwNTE2BbKNLYxNhPgMdQ3LIqryMwy9vC09CwB7MZGXJQAAAA')",1,1
487,"('s_cc', 'true')",1,1215
488,"('s_ecid', 'MCMID%7C46866749223930424510540059255438498620')",1,1362
489,"('s_ppv', 'webmd.com%2F%2C12%2C12%2C694')",1,369
490,"('s_ppv', 'webmd.com%2Fbaby%2F%2C13%2C13%2C694')",1,255
491,"('s_ppv', 'webmd.com%2Fbaby%2F%2C14%2C14%2C694')",1,104
492,"('s_ppv', 'webmd.com%2Fdrugs%2F2%2Findex%2C14%2C14%2C694')",1,88
493,"('s_ppv', 'webmd.com%2Fdrugs%2F2%2Findex%2C15%2C15%2C694')",1,59
494,"('s_ppv', 'webmd.com%2Flung%2Fcoronavirus%2C4%2C4%2C694')",1,181
495,"('s_ppv', 'webmd.com%2Fskin-problems-and-treatments%2Fpsoriasis%2Fsevere-psoriasis-19%2Fpsoriasis-treatment-options%2C20%2C20%2C694')",1,102
496,"('s_ppv', 'webmd.com%2Fskin-problems-and-treatments%2Fpsoriasis%2Fsevere-psoriasis-19%2Fpsoriasis-treatment-options%2C25%2C25%2C694')",1,57
497,"('s_tp', '17820')",1,149
498,"('s_tp', '17843')",1,32
499,"('s_tp', '2811')",1,57
500,"('s_tp', '3477')",1,102
501,"('s_tp', '4655')",1,59
502,"('s_tp', '4911')",1,88
503,"('s_tp', '4950')",1,104
504,"('s_tp', '5423')",1,255
505,"('s_tp', '5645')",1,369
506,"('sa-user-id', 's%3A0-4373140e-b41b-46ed-7427-bdec3f341184.QusDEGfkXQ3QKH5myZfcBBFEZ61UCUO5OekCVg93%2FXQ')",1,1
507,"('sa-user-id-v2', 's%3A0-4373140e-b41b-46ed-7427-bdec3f341184%24ip%2418.188.43.156.y6e1UUW06AZJwbSTFwnxBOkaEkIsgMSZF%2F9THXQS8Oo')",1,1
508,"('samesite', 'Lax')",1,6
509,"('samesite', 'None')",1,2
510,"('samesite', 'lax')",1,1
511,"('samesite', 'lax')",2,1
512,"('samesite', 'lax')",3,1
513,"('sc', '13%3A81768')",1,1
514,"('session_depth', 'www.webmd.com%3D1%7C540688367%3D1')",1,76
515,"('sessionid', 'h-25ac351d1e78743a20bb36e5ab6dd4aa_t-1588205867')",1,1
516,"('sharedid', '01E7473V588EXQ7SKRMH86VGFM')",1,1
517,"('siteimproveses', '4423a037-fac0-49c6-8ee5-046e9beb5513')",3,3
518,"('ssi', '878e3640-2f0c-4cb7-8993-bc299f81dc4a#1588205867053')",1,7
519,"('ssi', '878e3640-2f0c-4cb7-8993-bc299f81dc4a#1588205867053')",2,3
520,"('suid', '99C05C14C69A43959878B693A2FAF926')",1,1
521,"('suid', '99C05C14C69A43959878B693A2FAF926')",2,1
522,"('suid_legacy', '99C05C14C69A43959878B693A2FAF926')",1,1
523,"('suid_legacy', '99C05C14C69A43959878B693A2FAF926')",2,1
524,"('t1', '4457d492-cec7-45e8-aae8-af0bc08e757b4vd110')",2,8
525,"('t_gid', '5a87e8b2-473d-4049-9da1-19facabb5a2a-tuct5a39e8a')",1,1
526,"('tableau_locale', 'en')",1,20
527,"('tableau_public_negotiated_locale', 'en-us')",1,78
528,"('tads_uid', 'AC2265C53D1241549F159B4ED8DC590A')",1,1
529,"('tads_uid_cd', '20200429201722-0400')",1,1
530,"('tads_uidp_73', 'AAGoz069VDIAABAmGD-kSQ')",1,1
531,"('tads_zora', '2')",1,1
532,"('test', 'cookie')",1,30
533,"('test', 'nan')",1,15
534,"('test_cookie', 'CheckForPermission')",1,9
535,"('tluid', '18432951055151085048')",1,4
536,"('ts', '1588206060')",2,2
537,"('turn', '8541296435815272522|200430|y')",1,1362
538,"('tuuid', '716caf94-e9d2-4ea4-84ec-b882e27621f7')",1,7
539,"('tuuid', '716caf94-e9d2-4ea4-84ec-b882e27621f7')",2,3
540,"('tuuid', 'bf127a13-6df8-4b49-bdde-1683da229352')",1,1
541,"('tuuid', 'f1487860-e089-4192-862b-de205e6cfe31')",1,2
542,"('tuuid_lu', '1588205834')",1,3
543,"('tuuid_lu', '1588205835')",1,3
544,"('tuuid_lu', '1588205835')",2,3
545,"('tuuid_lu', '1588205838')",1,2
546,"('u', 'C|0EAgAAAAAJjzWCQAAAAAAAgAsAQfohgIAAC0BB-gYAgABAAcAAAAAAWT7sf__HgAAAAAAJLbrAAAAAA9uD6IAAAAAB2O6WQAAAAAbIz-xAA')",1,1
547,"('u', 'yqQN2PDNWxWsXSmYGi6O')",2,2
548,"('u2', 'd913a1da-811b-4ec2-acfb-7d6cb91b54814vd310')",2,3
549,"('u2', 'd913a1da-811b-4ec2-acfb-7d6cb91b54814vd31g')",2,7
550,"('ud', '""eJxrXxzq6XKLQcEkzcTUNNnUxMLCJDHF0sDcOCXVzDLJItEgydjAwDw1bXFZatGCpaXFqSlJh5ZU5JTkNK0uiw91jHdz9PX0iVywAswJcw1asCS%252FKDN9UWjw4qKUNMZFJcWngnc8sQQAOxgnZQ%253D%253D""')",1,1
551,"('ud', '""eJxrXxzq6XKLQcEkzcTUNNnUxMLCJDHF0sDcOCXVzDLJItEgydjAwDw1bXFZatGCpaXFqSlJh5ZU5JTkNK0uiw91jHdz9PX0iVzullmUmpZfsQIsFuYatMjcaEl%252BUWb6otDgxUUpaQyLSopPBe94YgkAml0qqQ%253D%253D""')",1,4
552,"('ud', '\\eJxrXxzq6XKLQcEkzcTUNNnUxMLCJDHF0sDcOCXVzDLJItEgydjAwDw1bXFZatGCpaXFqSlJh5ZU5JTkNK0uiw91jHdz9PX0iVywAswJcw1asCS%252FKDN9UWjw4qKUNMZFJcWngnc8sQQAOxgnZQ%253D%253D\\')",1,1
553,"('ud', '\\eJxrXxzq6XKLQcEkzcTUNNnUxMLCJDHF0sDcOCXVzDLJItEgydjAwDw1bXFZatGCpaXFqSlJh5ZU5JTkNK0uiw91jHdz9PX0iVzullmUmpZfsQIsFuYatMjcaEl%252BUWb6otDgxUUpaQyLSopPBe94YgkAml0qqQ%253D%253D\\')",1,1
554,"('ui', '{%22vtime%22:26470097%2C%22expmatch%22:1}')",1,1019
555,"('ui', '{%22vtime%22:26470097}')",1,1
556,"('ui', '{%22vtime%22:26470098%2C%22expmatch%22:1}')",1,336
557,"('ui', '{%22vtime%22:26470099%2C%22expmatch%22:1}')",1,174
558,"('uid', '5eaa190ac18387e1')",1,4
559,"('uid', '7429249856224543499')",1,2
560,"('uid', '7429249856224543499')",2,3
561,"('uid', '8541296435815272522')",1,7
562,"('uuid', '43815eaa-190a-4000-8bc1-f4b8044d68ea')",1,5
563,"('uuid', '43815eaa-190a-4000-8bc1-f4b8044d68ea')",2,1
564,"('uuid2', '3585333295046454878')",1,14
565,"('visitor-id', '2312074272182012000V10')",1,102
566,"('visitor-id', '2312074272182012000V10')",2,124
567,"('walley', 'GA1.2.1724900822.1588205989')",2,1151
568,"('walley_gid', 'GA1.2.399811558.1588205992')",2,1148
569,"('wfivefivec', 'auTzL1hI1JtWTJ5')",1,1
570,"('wfivefivec', 'auTzL1hI1JtWTJ5')",2,3
571,"('yieldmo_id', 'g4c85c372d950a82c7b3%7C1588205834221%7C0%7C')",1,1
572,"('zuid', 'Z7JpUMMmxD-veTvbGmfX')",1,4
